linksto,itemid,label,source_code,source_vocabulary_id,source_domain_id,source_concept_id,source_concept_name,target_vocabulary_id,target_domain_id,target_concept_id,target_concept_name,target_standard_concept
datetimeevents,224878,GU Catheter Insertion Date,GU Catheter Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004036,Introduction of urinary catheter,SNOMED,Procedure,36715149,Introduction of urinary catheter,S
datetimeevents,225083,Pregnancy due date,Pregnancy due date,mimiciv_proc_datetimeevents,Procedure,2000004121,Pregnancy due date,mimiciv_proc_datetimeevents,Procedure,2000004121,Pregnancy due date,S
datetimeevents,225128,Last dialysis,Last dialysis,mimiciv_proc_datetimeevents,Procedure,2000004093,Last dialysis,mimiciv_proc_datetimeevents,Procedure,2000004093,Last dialysis,S
datetimeevents,225213,Trauma Line Cap Change,Trauma Line Cap Change,mimiciv_proc_datetimeevents,Procedure,2000004141,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225214,Trauma Line Change over Wire Date,Trauma Line Change over Wire Date,mimiciv_proc_datetimeevents,Procedure,2000004142,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225216,Trauma Line Dressing Change,Trauma Line Dressing Change,mimiciv_proc_datetimeevents,Procedure,2000004143,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225218,Trauma Line Tubing Change,Trauma Line Tubing Change,mimiciv_proc_datetimeevents,Procedure,2000004145,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225221,CCO PAC Cap Change,CCO PAC Cap Change,mimiciv_proc_datetimeevents,Procedure,2000004016,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225222,CCO PAC Change over Wire Date,CCO PAC Change over Wire Date,mimiciv_proc_datetimeevents,Procedure,2000004017,Introduction of catheter into pulmonary artery,SNOMED,Procedure,4305794,Introduction of catheter into pulmonary artery,S
datetimeevents,225224,CCO PAC Dressing Change,CCO PAC Dressing Change,mimiciv_proc_datetimeevents,Procedure,2000004018,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225226,CCO PAC Tubing Change,CCO PAC Tubing Change,mimiciv_proc_datetimeevents,Procedure,2000004020,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225279,Date of Admission to Hospital,Date of Admission to Hospital,,,,,,,,,
datetimeevents,225316,CCO PAC Insertion Date,CCO PAC Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004019,Introduction of catheter into pulmonary artery,SNOMED,Procedure,4305794,Introduction of catheter into pulmonary artery,S
datetimeevents,225317,Trauma Line Insertion Date,Trauma Line Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004144,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225318,Dialysis Catheter Cap Change,Dialysis Catheter Cap Change,mimiciv_proc_datetimeevents,Procedure,2000004029,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225319,Dialysis Catheter Change over Wire Date,Dialysis Catheter Change over Wire Date,mimiciv_proc_datetimeevents,Procedure,2000004030,Open insertion of central venous catheter,SNOMED,Procedure,4141149,Open insertion of central venous catheter,S
datetimeevents,225321,Dialysis Catheter Dressing Change,Dialysis Catheter Dressing Change,mimiciv_proc_datetimeevents,Procedure,2000004031,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225322,Dialysis Catheter Insertion Date,Dialysis Catheter Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004032,Open insertion of central venous catheter,SNOMED,Procedure,4141149,Open insertion of central venous catheter,S
datetimeevents,225324,Dialysis CatheterTubing Change,Dialysis CatheterTubing Change,mimiciv_proc_datetimeevents,Procedure,2000004033,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225327,Tunneled (Hickman) Cap Change,Tunneled (Hickman) Cap Change,mimiciv_proc_datetimeevents,Procedure,2000004151,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225328,Tunneled (Hickman) Change over Wire Date,Tunneled (Hickman) Change over Wire Date,mimiciv_proc_datetimeevents,Procedure,2000004152,pen insertion of Hickman central venous catheter,SNOMED,Procedure,4168999,Open insertion of Hickman central venous catheter,S
datetimeevents,225329,Tunneled (Hickman) Dressing Change,Tunneled (Hickman) Dressing Change,mimiciv_proc_datetimeevents,Procedure,2000004153,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225330,Tunneled (Hickman) Insertion Date,Tunneled (Hickman) Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004154,Open insertion of Hickman central venous catheter,SNOMED,Procedure,4168999,Open insertion of Hickman central venous catheter,S
datetimeevents,225332,Tunneled (Hickman) Tubing Change,Tunneled (Hickman) Tubing Change,mimiciv_proc_datetimeevents,Procedure,2000004155,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225335,IABP Cap Change,IABP Cap Change,,,,,,,,,
datetimeevents,225336,IABP Change over Wire Date,IABP Change over Wire Date,mimiciv_proc_datetimeevents,Procedure,2000004038,Percutaneous insertion of intra-aortic balloon catheter,SNOMED,Procedure,4309033,Percutaneous insertion of intra-aortic balloon catheter,S
datetimeevents,225337,IABP Dressing Change,IABP Dressing Change,mimiciv_proc_datetimeevents,Procedure,2000004039,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225338,IABP Insertion Date,IABP Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004040,Percutaneous insertion of intra-aortic balloon catheter,SNOMED,Procedure,4309033,Percutaneous insertion of intra-aortic balloon catheter,S
datetimeevents,225340,IABP Tubing Change,IABP Tubing Change,mimiciv_proc_datetimeevents,Procedure,2000004041,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225343,Midline Cap Change,Midline Cap Change,mimiciv_proc_datetimeevents,Procedure,2000004095,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225344,Midline Change over Wire Date,Midline Change over Wire Date,mimiciv_proc_datetimeevents,Procedure,2000004096,Ultrasonography guided insertion of midline intravenous catheter,SNOMED,Procedure,42689574,Ultrasonography guided insertion of midline intravenous catheter,S
datetimeevents,225345,Midline Dressing Change,Midline Dressing Change,mimiciv_proc_datetimeevents,Procedure,2000004097,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225346,Midline Insertion Date,Midline Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004098,Ultrasonography guided insertion of midline intravenous catheter,SNOMED,Procedure,42689574,Ultrasonography guided insertion of midline intravenous catheter,S
datetimeevents,225348,Midline Tubing Change,Midline Tubing Change,mimiciv_proc_datetimeevents,Procedure,2000004099,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225351,PA Catheter Cap Change,PA Catheter Cap Change,mimiciv_proc_datetimeevents,Procedure,2000004106,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225352,PA Catheter Change over Wire Date,PA Catheter Change over Wire Date,mimiciv_proc_datetimeevents,Procedure,2000004107,Introduction of catheter into pulmonary artery,SNOMED,Procedure,4305794,Introduction of catheter into pulmonary artery,S
datetimeevents,225353,PA Catheter Dressing Change,PA Catheter Dressing Change,mimiciv_proc_datetimeevents,Procedure,2000004108,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225354,PA Catheter Insertion Date,PA Catheter Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004109,Introduction of catheter into pulmonary artery,SNOMED,Procedure,4305794,Introduction of catheter into pulmonary artery,S
datetimeevents,225356,PA Catheter Tubing Change,PA Catheter Tubing Change,mimiciv_proc_datetimeevents,Procedure,2000004110,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225367,Pheresis Catheter Cap Change,Pheresis Catheter Cap Change,mimiciv_proc_datetimeevents,Procedure,2000004111,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225368,Pheresis Catheter Change over Wire Date,Pheresis Catheter Change over Wire Date,mimiciv_proc_datetimeevents,Procedure,2000004112,Open insertion of central venous catheter,SNOMED,Procedure,4141149,Open insertion of central venous catheter,S
datetimeevents,225369,Pheresis Catheter Dressing Change,Pheresis Catheter Dressing Change,mimiciv_proc_datetimeevents,Procedure,2000004113,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225370,Pheresis Catheter Insertion Date,Pheresis Catheter Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004114,Open insertion of central venous catheter,SNOMED,Procedure,4141149,Open insertion of central venous catheter,S
datetimeevents,225372,Pheresis Catheter Tubing Change,Pheresis Catheter Tubing Change,mimiciv_proc_datetimeevents,Procedure,2000004115,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225375,Indwelling Port (PortaCath) Cap Change,Indwelling Port (PortaCath) Cap Change,mimiciv_proc_datetimeevents,Procedure,2000004065,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225376,Indwelling Port (PortaCath) Change over Wire Date,Indwelling Port (PortaCath) Change over Wire Date,,,,,,,,,
datetimeevents,225377,Indwelling Port (PortaCath) Dressing Change,Indwelling Port (PortaCath) Dressing Change,,,,,,,,,
datetimeevents,225378,Indwelling Port (PortaCath) Insertion Date,Indwelling Port (PortaCath) Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004066,Insertion of implantable venous access port,SNOMED,Procedure,4197894,Insertion of implantable venous access port,S
datetimeevents,225380,Indwelling Port (PortaCath)Tubing Change,Indwelling Port (PortaCath)Tubing Change,mimiciv_proc_datetimeevents,Procedure,2000004067,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225383,Presep Catheter Cap Change,Presep Catheter Cap Change,mimiciv_proc_datetimeevents,Procedure,2000004122,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225384,Presep Catheter Change over Wire Date,Presep Catheter Change over Wire Date,mimiciv_proc_datetimeevents,Procedure,2000004123,Open insertion of central venous catheter,SNOMED,Procedure,4141149,Open insertion of central venous catheter,S
datetimeevents,225385,Presep Catheter Dressing Change,Presep Catheter Dressing Change,mimiciv_proc_datetimeevents,Procedure,2000004124,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225386,Presep Catheter Insertion Date,Presep Catheter Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004125,Open insertion of central venous catheter,SNOMED,Procedure,4141149,Open insertion of central venous catheter,S
datetimeevents,225390,Presep Catheter Tubing Change,Presep Catheter Tubing Change,mimiciv_proc_datetimeevents,Procedure,2000004126,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225391,Triple Introducer Cap Change,Triple Introducer Cap Change,mimiciv_proc_datetimeevents,Procedure,2000004146,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225392,Triple Introducer Change over Wire Date,Triple Introducer Change over Wire Date,mimiciv_proc_datetimeevents,Procedure,2000004147,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225393,Triple Introducer Dressing Change,Triple Introducer Dressing Change,mimiciv_proc_datetimeevents,Procedure,2000004148,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225394,Triple Introducer Insertion Date,Triple Introducer Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004149,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225396,Triple Introducer Tubing Change,Triple Introducer Tubing Change,mimiciv_proc_datetimeevents,Procedure,2000004150,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225753,22 Gauge Insertion Date,22 Gauge Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004005,Insertion of catheter into peripheral vein,SNOMED,Procedure,42536500,Insertion of catheter into peripheral vein,S
datetimeevents,225754,20 Gauge Insertion Date,20 Gauge Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004004,Insertion of catheter into peripheral vein,SNOMED,Procedure,42536500,Insertion of catheter into peripheral vein,S
datetimeevents,225755,18 Gauge Insertion Date,18 Gauge Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004003,Insertion of catheter into peripheral vein,SNOMED,Procedure,42536500,Insertion of catheter into peripheral vein,S
datetimeevents,225756,16 Gauge Insertion Date,16 Gauge Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004002,Insertion of catheter into peripheral vein,SNOMED,Procedure,42536500,Insertion of catheter into peripheral vein,S
datetimeevents,225757,14 Gauge Insertion Date,14 Gauge Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004001,Insertion of catheter into peripheral vein,SNOMED,Procedure,42536500,Insertion of catheter into peripheral vein,S
datetimeevents,225758,RIC Insertion Date,RIC Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004128,Open insertion of central venous catheter,SNOMED,Procedure,4141149,Open insertion of central venous catheter,S
datetimeevents,225762,Sheath Cap Change,Sheath Cap Change,mimiciv_proc_datetimeevents,Procedure,2000004130,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225763,Sheath Change over Wire Date,Sheath Change over Wire Date,mimiciv_proc_datetimeevents,Procedure,2000004131,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225765,Sheath Dressing Change,Sheath Dressing Change,mimiciv_proc_datetimeevents,Procedure,2000004132,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225766,Sheath Insertion Date,Sheath Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004133,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,225769,Sheath Tubing Change,Sheath Tubing Change,mimiciv_proc_datetimeevents,Procedure,2000004134,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,226126,ICP Line Dressing Change,ICP Line Dressing Change,mimiciv_proc_datetimeevents,Procedure,2000004042,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,226128,ICP Line Insertion Date,ICP Line Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004043,Introduction of intracranial pressure catheter,SNOMED,Observation,4048955,Introduction of intracranial pressure catheter,S
datetimeevents,226132,ICP Line Tubing Change,ICP Line Tubing Change,mimiciv_proc_datetimeevents,Procedure,2000004044,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,226482,Blood Clot Outdates,Blood Clot Outdates,,,,,,,,,
datetimeevents,226515,Date of Birth,Date of Birth,mimiciv_proc_datetimeevents,Procedure,2000004028,Date of Birth,mimiciv_proc_datetimeevents,Procedure,2000004028,Date of Birth,S
datetimeevents,226516,Discharge Date/Time,Discharge Date/Time,,,,,,,,,
datetimeevents,226518,Expected Discharge Date,Expected Discharge Date,,,,,,,,,
datetimeevents,226532,Organ Bank Notified,Organ Bank Notified,mimiciv_proc_datetimeevents,Procedure,2000004105,Organ Bank Notified,mimiciv_proc_datetimeevents,Procedure,2000004105,Organ Bank Notified,S
datetimeevents,226719,Last menses,Last menses,mimiciv_proc_datetimeevents,Procedure,2000004094,Last menses,mimiciv_proc_datetimeevents,Procedure,2000004094,Last menses,S
datetimeevents,226724,Hospital Admit Date,Hospital Admit Date,mimiciv_proc_datetimeevents,Procedure,2000004037,Hospital Admit Date,mimiciv_proc_datetimeevents,Procedure,2000004037,Hospital Admit Date,S
datetimeevents,227126,Indwelling (PortaCath) Port #1 Date Accessed,Indwelling (PortaCath) Port #1 Date Accessed,mimiciv_proc_datetimeevents,Procedure,2000004061,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,227197,Indwelling (PortaCath) Port #2 Date Accessed,Indwelling (PortaCath) Port #2 Date Accessed,mimiciv_proc_datetimeevents,Procedure,2000004063,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,227198,Indwelling (PortaCath) Port #1 Date De-accessed,Indwelling (PortaCath) Port #1 Date De-accessed,mimiciv_proc_datetimeevents,Procedure,2000004062,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,227199,Indwelling (PortaCath) Port #2 Date De-accessed,Indwelling (PortaCath) Port #2 Date De-accessed,mimiciv_proc_datetimeevents,Procedure,2000004064,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,227361,Indwelling (PortaCath) Dressing Change,Indwelling (PortaCath) Dressing Change,mimiciv_proc_datetimeevents,Procedure,2000004060,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,227541,SvO2 Calibrated,SvO2 Calibrated,mimiciv_proc_datetimeevents,Procedure,2000004135,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,227542,ScvO2 (Presep) Calibrated,ScvO2 (Presep) Calibrated,mimiciv_proc_datetimeevents,Procedure,2000004129,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,227584,GU Catheter D/C Date,GU Catheter D/C Date,mimiciv_proc_datetimeevents,Procedure,2000004035,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,227720,AVA Cap Change,AVA Cap Change,mimiciv_proc_datetimeevents,Procedure,2000004011,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,227721,AVA Change over Wire Date,AVA Change over Wire Date,mimiciv_proc_datetimeevents,Procedure,2000004012,Open insertion of central venous catheter,SNOMED,Procedure,4141149,Open insertion of central venous catheter,S
datetimeevents,227722,AVA Dressing Change,AVA Dressing Change,mimiciv_proc_datetimeevents,Procedure,2000004013,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,227724,AVA Insertion Date,AVA Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004014,Open insertion of central venous catheter,SNOMED,Procedure,4141149,Open insertion of central venous catheter,S
datetimeevents,227729,AVA Tubing Change,AVA Tubing Change,mimiciv_proc_datetimeevents,Procedure,2000004015,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,227790,Impaired Skin  - Dressing Change #1,Impaired Skin  - Dressing Change #1,mimiciv_proc_datetimeevents,Procedure,2000004045,Impaired skin integrity,SNOMED,Condition,4195428,Impaired skin integrity,S
datetimeevents,227791,Impaired Skin  - Dressing Change #2,Impaired Skin  - Dressing Change #2,mimiciv_proc_datetimeevents,Procedure,2000004047,Impaired skin integrity,SNOMED,Condition,4195428,Impaired skin integrity,S
datetimeevents,227792,Impaired Skin  - Dressing Change #3,Impaired Skin  - Dressing Change #3,mimiciv_proc_datetimeevents,Procedure,2000004048,Impaired skin integrity,SNOMED,Condition,4195428,Impaired skin integrity,S
datetimeevents,227793,Impaired Skin  - Dressing Change #4,Impaired Skin  - Dressing Change #4,mimiciv_proc_datetimeevents,Procedure,2000004049,Impaired skin integrity,SNOMED,Condition,4195428,Impaired skin integrity,S
datetimeevents,227794,Impaired Skin  - Dressing Change #5,Impaired Skin  - Dressing Change #5,mimiciv_proc_datetimeevents,Procedure,2000004050,Impaired skin integrity,SNOMED,Condition,4195428,Impaired skin integrity,S
datetimeevents,227795,Impaired Skin  - Dressing Change #6,Impaired Skin  - Dressing Change #6,mimiciv_proc_datetimeevents,Procedure,2000004051,Impaired skin integrity,SNOMED,Condition,4195428,Impaired skin integrity,S
datetimeevents,227796,Impaired Skin  - Dressing Change #7,Impaired Skin  - Dressing Change #7,mimiciv_proc_datetimeevents,Procedure,2000004052,Impaired skin integrity,SNOMED,Condition,4195428,Impaired skin integrity,S
datetimeevents,227797,Impaired Skin  - Dressing Change #8,Impaired Skin  - Dressing Change #8,mimiciv_proc_datetimeevents,Procedure,2000004053,Impaired skin integrity,SNOMED,Condition,4195428,Impaired skin integrity,S
datetimeevents,227798,Impaired Skin  - Dressing Change #9,Impaired Skin  - Dressing Change #9,mimiciv_proc_datetimeevents,Procedure,2000004054,Impaired skin integrity,SNOMED,Condition,4195428,Impaired skin integrity,S
datetimeevents,227800,Impaired Skin  - Dressing Change #10,Impaired Skin  - Dressing Change #10,mimiciv_proc_datetimeevents,Procedure,2000004046,Impaired skin integrity,SNOMED,Condition,4195428,Impaired skin integrity,S
datetimeevents,227817,Referral Date,Referral Date,mimiciv_proc_datetimeevents,Procedure,2000004127,Referral Date,mimiciv_proc_datetimeevents,Procedure,2000004127,Referral Date,S
datetimeevents,227907,Date - Student,Date - Student,mimiciv_proc_datetimeevents,Procedure,2000004026,Date - Student,mimiciv_proc_datetimeevents,Procedure,2000004026,Date - Student,S
datetimeevents,227911,Date - Therapist,Date - Therapist,mimiciv_proc_datetimeevents,Procedure,2000004027,Date - Therapist,mimiciv_proc_datetimeevents,Procedure,2000004027,Date - Therapist,S
datetimeevents,228160,Impella Aortic Pressure Tubing Change,Impella Aortic Pressure Tubing Change,mimiciv_proc_datetimeevents,Procedure,2000004055,Implantation of heart assist system,SNOMED,Procedure,4275142,Implantation of heart assist system,S
datetimeevents,228165,Impella Daily Tubing Change,Impella Daily Tubing Change,mimiciv_proc_datetimeevents,Procedure,2000004056,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,228166,Impella Dressing Change,Impella Dressing Change,mimiciv_proc_datetimeevents,Procedure,2000004057,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,228168,Impella Insertion Date,Impella Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004058,Implantation of heart assist system,SNOMED,Procedure,4275142,Implantation of heart assist system,S
datetimeevents,228207,Tandem Heart Access Line Dressing Change,Tandem Heart Access Line Dressing Change,mimiciv_proc_datetimeevents,Procedure,2000004136,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,228209,Tandem Heart Access Line Insertion Date,Tandem Heart Access Line Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004137,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,228215,Tandem Heart Access Line Tubing Change,Tandem Heart Access Line Tubing Change,mimiciv_proc_datetimeevents,Procedure,2000004138,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,228218,Tandem Heart Return Cannula Dressing Change,Tandem Heart Return Cannula Dressing Change,mimiciv_proc_datetimeevents,Procedure,2000004139,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,228221,Tandem Heart Return Cannula Insertion Date,Tandem Heart Return Cannula Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004140,Catheter procedure,SNOMED,Procedure,4078442,Catheter procedure,S
datetimeevents,228266,FM Date/Time,FM Date/Time,,,,,,,,,
datetimeevents,228291,IO Insertion Date,IO Insertion Date,mimiciv_proc_datetimeevents,Procedure,2000004092,Insertion of needle for intraosseous infusion,SNOMED,Procedure,4257889,Insertion of needle for intraosseous infusion,S
datetimeevents,228321,PC Date,PC Date,,,,,,,,,
datetimeevents,228331,PC Time of visit,PC Time of visit,,,,,,,,,
datetimeevents,228631,Date signed,Date signed,,,,,,,,,
datetimeevents,228793,Pressure ulcer #1- Dressing change,Pressure ulcer #1- Dressing change,,,,,,,,,
datetimeevents,228794,Pressure ulcer #2- Dressing change,Pressure ulcer #2- Dressing change,,,,,,,,,
datetimeevents,228795,Pressure ulcer #3- Dressing change,Pressure ulcer #3- Dressing change,,,,,,,,,
datetimeevents,228796,Pressure ulcer #4- Dressing change,Pressure ulcer #4- Dressing change,,,,,,,,,
datetimeevents,228797,Pressure ulcer #5- Dressing change,Pressure ulcer #5- Dressing change,,,,,,,,,
datetimeevents,228798,Pressure ulcer #6- Dressing change,Pressure ulcer #6- Dressing change,,,,,,,,,
datetimeevents,228799,Pressure ulcer #7- Dressing change,Pressure ulcer #7- Dressing change,,,,,,,,,
datetimeevents,228800,Pressure ulcer #8- Dressing change,Pressure ulcer #8- Dressing change,,,,,,,,,
datetimeevents,228801,Pressure ulcer #9- Dressing change,Pressure ulcer #9- Dressing change,,,,,,,,,
datetimeevents,228802,Pressure ulcer #10- Dressing change,Pressure ulcer #10- Dressing change,,,,,,,,,
datetimeevents,229352,Foley Cath Insertion Date,Foley Cath Insertion Date,,,,,,,,,
datetimeevents,229353,Foley Cath Removal Date,Foley Cath Removal Date,,,,,,,,,
datetimeevents,229471,24 Gauge Insertion Date,24 Gauge Insertion Date,,,,,,,,,
datetimeevents,229541,EKOS Insertion Date,EKOS Insertion Date,,,,,,,,,
datetimeevents,229542,EKOS Dressing Change,EKOS Dressing Change,,,,,,,,,
datetimeevents,229549,Avalon Dressing Change,Avalon Dressing Change,,,,,,,,,
datetimeevents,229550,Avalon Insertion Date,Avalon Insertion Date,,,,,,,,,
datetimeevents,229555,Cardiac Assist Cannula Change,Cardiac Assist Cannula Change,,,,,,,,,
datetimeevents,229556,Cardiac Assist Cannula Date,Cardiac Assist Cannula Date,,,,,,,,,
datetimeevents,229643,Stroke NCP - Ed Given Date,Stroke NCP - Ed Given Date,,,,,,,,,
datetimeevents,229651,Stroke NCP - Water Swallow Date,Stroke NCP - Water Swallow Date,,,,,,,,,
datetimeevents,229655,Stroke NCP -  Fam Ed Given Date,Stroke NCP -  Fam Ed Given Date,,,,,,,,,
datetimeevents,229728,18 Gauge Dressing Change,18 Gauge Dressing Change,,,,,,,,,
datetimeevents,229729,18 Gauge Cap Change,18 Gauge Cap Change,,,,,,,,,
datetimeevents,229730,14 Gauge Dressing Change,14 Gauge Dressing Change,,,,,,,,,
datetimeevents,229731,16 Gauge Dressing Change,16 Gauge Dressing Change,,,,,,,,,
datetimeevents,229732,20 Gauge Dressing Change,20 Gauge Dressing Change,,,,,,,,,
datetimeevents,229733,22 Gauge Dressing Change,22 Gauge Dressing Change,,,,,,,,,
datetimeevents,229734,24 Gauge Dressing Change,24 Gauge Dressing Change,,,,,,,,,
datetimeevents,229735,RIC Dressing Change,RIC Dressing Change,,,,,,,,,
datetimeevents,229736,14 Gauge Cap Change,14 Gauge Cap Change,,,,,,,,,
datetimeevents,229737,16 Gauge Cap Change,16 Gauge Cap Change,,,,,,,,,
datetimeevents,229738,20 Gauge Cap Change,20 Gauge Cap Change,,,,,,,,,
datetimeevents,229739,22 Gauge Cap Change,22 Gauge Cap Change,,,,,,,,,
datetimeevents,229740,24 Gauge Cap Change,24 Gauge Cap Change,,,,,,,,,
datetimeevents,229741,RIC Cap Change,RIC Cap Change,,,,,,,,,
datetimeevents,229883,Pressure ulcer #1- Date Indentified_OLD_1,Pressure ulcer #1- Date Indentified_OLD_1,,,,,,,,,
datetimeevents,229884,Pressure Ulcer #1- Date Indentified,Pressure Ulcer #1- Date Indentified,,,,,,,,,
datetimeevents,229885,Pressure Ulcer #2- Date Indentified,Pressure Ulcer #2- Date Indentified,,,,,,,,,
datetimeevents,229886,Pressure Ulcer #3- Date Indentified,Pressure Ulcer #3- Date Indentified,,,,,,,,,
datetimeevents,229887,Pressure Ulcer #4- Date Indentified,Pressure Ulcer #4- Date Indentified,,,,,,,,,
datetimeevents,229888,Pressure Ulcer #5- Date Indentified,Pressure Ulcer #5- Date Indentified,,,,,,,,,
datetimeevents,229889,Pressure Ulcer #6- Date Indentified,Pressure Ulcer #6- Date Indentified,,,,,,,,,
datetimeevents,229890,Pressure Ulcer #7- Date Indentified,Pressure Ulcer #7- Date Indentified,,,,,,,,,
datetimeevents,229891,Pressure Ulcer #8- Date Indentified,Pressure Ulcer #8- Date Indentified,,,,,,,,,
datetimeevents,229892,Pressure Ulcer #9- Date Indentified,Pressure Ulcer #9- Date Indentified,,,,,,,,,
